dwc:scientificName,gbif:canonicalName,coreid,dwc:basisOfRecord,dwc:catalogNumber,dwc:collectionCode,dwc:recordedBy,dwc:vernacularName,idigbio:commonnames,dwc:coordinateUncertaintyInMeters,dwc:county,idigbio:eventDate,idigbio:dataQualityScore,dwc:eventDate,dwc:fieldNumber,idigbio:flags,dwc:genus,idigbio:geoPoint,dwc:institutionCode,dwc:locality,evelation,dwc:recordNumber,dwc:verbatimEventDate,dwc:verbatimLocality
oreomystis mana,loxops mana,1ad3adde-6a56-4d4c-8832-4601e7db69f1,preservedspecimen,184113,vz-bpbm,peregrine fund personnel,hawai'i creeper,"[""Hawai'i Creeper""]",,,,0.21739130434782608,,,"[""geopoint_low_precision"", ""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",loxops,"{""lat"": 19.8116, ""lon"": -155.28}",bpbm,"mauna kea, hakalau national wildlife refuge",,collector number: --,--,collected as an egg from hakalau state reserve.....died at kbcc.
himatione sanguinea,himatione sanguinea,0af4b417-b892-4a99-8154-405d0ba95c5e,preservedspecimen,5074,vz-bbm,g c munro,`apapane,"[""`Apapane""]",,,,0.21739130434782608,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 21.1401, ""lon"": -157.012}",bpbm,,,collector number: --,07 apr 1907,molokai
paroreomyza flammea,paroreomyza flammea,3d2532ee-763d-43d4-b3f9-b4ac9842f312,preservedspecimen,4593,vz-bbm,w a bryan,"kakawahie, moloka'i creeper","[""Kakawahie, Moloka'i Creeper""]",,,,0.2028985507246377,,,"[""rev_geocode_eez"", ""geopoint_low_precision"", ""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",paroreomyza,"{""lat"": 21.1609, ""lon"": -156.88}",bpbm,pelekunu,,collector number: wab m89,09 may 1907,"pelekunu, molokai"
hemignathus virens,chlorodrepanis virens,d3989b1b-ccc5-4886-8244-4f7bf98a7d28,preservedspecimen,159913,vz-bpbm,,common 'amakihi,"[""Common 'Amakihi""]",,,,0.17391304347826086,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",chlorodrepanis,"{""lat"": 19.6145, ""lon"": -155.559}",bpbm,,,,--,"hawaii, hawaii, 6.8 +/- km. n & 9.5 +/- km. w kilauea crater, 1724 +/- m. = from card catalog"
psittirostra psittacea,psittirostra psittacea,e69df96c-bc11-4ec2-ac0a-5ac2bbc82289,preservedspecimen,4612,vz-bbm,w a bryan,`o`u,"[""`O`u""]",,,,0.21739130434782608,,,"[""rev_geocode_eez"", ""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",psittirostra,"{""lat"": 21.1653, ""lon"": -156.828}",bpbm,wailau,,collector number: --,11 jun 1907,"wailau, molokai = specimen label"
himatione sanguinea,himatione sanguinea,dedaf486-f8a3-47e9-906e-2511fae8bc60,preservedspecimen,1072,vz-bbm,a seale,`apapane,"[""`Apapane""]",,,,0.21739130434782608,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 21.4639, ""lon"": -157.953}",bpbm,,,collector number: as 1372,13 mar 1900,"oahu, hawaiian ids."
hemignathus virens virens,chlorodrepanis virens virens,245942ce-7ead-4805-b612-76ebc8c6c256,preservedspecimen,93,vz-bbm,j d mills &/or hawelu and other native collectors,,,,hawaii county,1851-01-01T00:00:00+00:00,0.21739130434782608,1851-01-01t00:00z,,"[""geopoint_datum_missing"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonrank_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",chlorodrepanis,"{""lat"": 19.6145, ""lon"": -155.55911}",bpbm,exact locality unknown,,,,
paroreomyza flammea,paroreomyza flammea,1b34db31-f712-4405-890b-4edcd3eb44b3,preservedspecimen,7224.01,vz-bbm,r c l perkins,,,,maui county,,0.15942028985507245,,,"[""geopoint_datum_missing"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_originalnameusageid_added""]",paroreomyza,"{""lat"": 21.1401, ""lon"": -157.0125}",bpbm,,,,,
loxops coccineus coccineus,loxops coccineus,68dcb4cf-2d7d-4524-bdfa-3d8b34b72449,preservedspecimen,3240,vz-bbm,h w henshaw,,,,hawaii county,1900-11-23T00:00:00+00:00,0.21739130434782608,1900-11-23t00:00z,,"[""geopoint_datum_missing"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonrank_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_originalnameusageid_added""]",loxops,"{""lat"": 19.75481, ""lon"": -155.1447}",bpbm,kaiwiki,,,,
psittirostra psittacea,psittirostra psittacea,5b424540-7707-42bf-b4fa-deddd92efca2,preservedspecimen,4617,vz-bbm,w a bryan,`o`u,"[""`O`u""]",,,,0.2028985507246377,,,"[""rev_geocode_eez"", ""geopoint_low_precision"", ""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",psittirostra,"{""lat"": 21.1609, ""lon"": -156.88}",bpbm,pelekunu,,collector number: m87,09 may 1907,"pelekunu, molokai = specimen label"
hemignathus munroi,hemignathus wilsoni,b6397537-b60c-4b6a-8d27-5d6d19059aba,preservedspecimen,108,vz-bbm,j d mills &/or hawelu and other native collectors,,,,hawaii county,1851-01-01T00:00:00+00:00,0.2318840579710145,1851-01-01t00:00z,,"[""geopoint_datum_missing"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_parentnameusageid_added""]",hemignathus,"{""lat"": 19.6145, ""lon"": -155.55911}",bpbm,exact locality unknown,,,,
hemignathus virens,chlorodrepanis virens,80611266-bc3b-4ac1-b9fe-2e2b3401f0bb,preservedspecimen,159911,vz-bpbm,,common 'amakihi,"[""Common 'Amakihi""]",,,,0.17391304347826086,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",chlorodrepanis,"{""lat"": 19.6145, ""lon"": -155.559}",bpbm,,,,--,"hawaii, hawaii, 6.8 +/- km. n & 9.5 +/- km. w kilauea crater, 1724 +/- m. = from card catalog"
loxops caeruleirostris,loxops caeruleirostris,210d42ec-d033-44bf-ae58-9b45ebbcf5e3,preservedspecimen,105204,kuo,,,,53568,,1967-01-21T00:00:00+00:00,0.2318840579710145,1967-01-21,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonid_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_originalnameusageid_added"", ""dwc_multimedia_added"", ""dwc_country_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_replaced"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added""]",loxops,"{""lat"": 22.0041103, ""lon"": -159.7594606}",ku,kauai,,,21 january 1967,
himatione sanguinea,himatione sanguinea,5d684d23-adc2-4c42-9795-30aa51618e48,preservedspecimen,3233,vz-bbm,h w henshaw,`apapane,"[""`Apapane""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,22 sep 1901,"kaiwiki, hawaii"
paroreomyza montana,paroreomyza montana,4481427f-ac38-4736-8bd1-8e925ba41920,preservedspecimen,4069,vz-bbm,h w henshaw,"maui nui `alauahio, maui creeper, maui `alauahio","[""Maui Nui `Alauahio, Maui Creeper, Maui `Alauahio""]",,,,0.2028985507246377,,,"[""geopoint_datum_error"", ""rev_geocode_eez"", ""geopoint_low_precision"", ""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_parentnameusageid_added""]",paroreomyza,"{""lat"": 20.47, ""lon"": -156.15}",bpbm,ukulele,,collector number: --,06 jun 1901,"ukulele, maui"
vestiaria coccinea,vestiaria coccinea,6ffff0a1-aa21-495a-97ce-0313051372a0,preservedspecimen,185723,vz-bpbm,"r stephens, mauna kea forest restoration project",`i`iwi,"[""`I`iwi""]",,,,0.17391304347826086,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",vestiaria,"{""lat"": 19.8186, ""lon"": -155.622}",bpbm,kaohe restoration area,,,21 feb 2013,"usa, main hawaiian islands, hawaii, kaohe restoration area, 5q225350 2193536 = usgs specimen submission form"
himatione sanguinea,himatione sanguinea,46adeae5-9d16-49c3-a8da-b7ebcbed3016,preservedspecimen,1112,vz-bbm,a seale,`apapane,"[""`Apapane""]",,,,0.21739130434782608,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 22.0627, ""lon"": -159.537}",bpbm,,,collector number: as 1396,15 apr 1900,"kauai, hawaiian ids."
hemignathus kauaiensis,chlorodrepanis stejnegeri,8f47cc5d-cef5-4e32-b32a-9d867191d871,preservedspecimen,5080,vz-bbm,?,kaua'i 'amakihi,"[""Kaua'i 'Amakihi""]",,,,0.3333333333333333,,,"[""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]",chlorodrepanis,"{""lat"": 22.0627, ""lon"": -159.537}",bpbm,,,collector number: --,?? ??? ????,"usa, main hawaiian islands, kauai = specimen label"
hemignathus flavus,chlorodrepanis flava,0de80275-0451-4372-95fe-7f6f97ddfb7d,preservedspecimen,178150,vz-bpbm,c tarr,o'ahu 'amakihi,"[""O'ahu 'Amakihi""]",,,,0.2028985507246377,,,"[""geopoint_datum_error"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",chlorodrepanis,"{""lat"": 21.405, ""lon"": -157.895}",bpbm,"aiea, (aiea loop trail)",,collector number: --,09 mar 1990,"hawaii, oahu, aiea, (aiea loop trail) = specimen label"
hemignathus virens wilsoni,chlorodrepanis virens wilsoni,f2e5ab0b-5ef0-47de-b2cf-a1a521d6b20c,preservedspecimen,5087,vz-bbm,g c munro,hawai`i 'amakihi (maui),"[""Hawai`i 'Amakihi (Maui)""]",,,,0.18840579710144928,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonrank_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",chlorodrepanis,"{""lat"": 21.1401, ""lon"": -157.012}",bpbm,,,collector number: --,02 apr 1907,molokai
himatione sanguinea,himatione sanguinea,4f5702f5-9102-40a8-a524-dca9b7ec740b,preservedspecimen,179337,vz-bpbm,"c t atkinson, et al.",`apapane,"[""`Apapane""]",,,,0.2028985507246377,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_originalnameusageid_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",himatione,"{""lat"": 19.59, ""lon"": -155.348}",bpbm,"kulani prison, (site 1)",,collector number: --,27 apr 1993,kulani prison site 1 [see map in acc'n file]
loxops coccineus,loxops coccineus,3457d387-cfed-4dc4-8078-c28fd300d75f,preservedspecimen,3298,vz-bbm,h w henshaw,maui 'akepa,"[""Maui 'Akepa""]",,,,0.15942028985507245,,,"[""geopoint_datum_error"", ""rev_geocode_eez"", ""geopoint_low_precision"", ""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonrank_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",loxops,"{""lat"": 20.47, ""lon"": -156.15}",bpbm,ukulele,,collector number: --,15 jun 1901,ukelele maui
carpodacus mexicanus,haemorhous mexicanus,b265508f-f832-4d55-aaca-659558b5abc6,preservedspecimen,177009,vz-bpbm,"f p duvall, ii",house finch,"[""House Finch""]",,,,0.21739130434782608,,,"[""gbif_vernacularname_added"", ""dwc_taxonrank_replaced"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_country_replaced"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""idigbio_isocountrycode_added""]",haemorhous,"{""lat"": 20.8088, ""lon"": -156.352}",bpbm,,,collector number: --,02 jan 1988,"hawaii, maui, olinda, (endangered species facility grounds), 3700ft"
hemignathus parvus,magumma parva,aee03212-2801-401b-9844-827da5a642ef,preservedspecimen,157201,vz-bbm-x,c r eddinger,`anianiau,"[""`Anianiau""]",,,,0.18840579710144928,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_parentnameusageid_added"", ""dwc_genus_replaced""]",magumma,"{""lat"": 22.0627, ""lon"": -159.537}",bpbm,,,,23 jun 1970 *,"hawaii, kauai kokee state park, 4000ft = modern bpbm label"
hemignathus obscurus,akialoa obscura,b17a9e66-fef7-4d23-ad4e-83754488c4e5,preservedspecimen,109,vz-bbm,j d mills &/or hawelu and other native collectors,,,,hawaii county,1851-01-01T00:00:00+00:00,0.2318840579710145,1851-01-01t00:00z,,"[""geopoint_datum_missing"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_parentnameusageid_added""]",akialoa,"{""lat"": 19.6145, ""lon"": -155.55911}",bpbm,exact locality unknown,,,,
himatione sanguinea,himatione sanguinea,90fdaddc-97e6-4907-bda0-19f2154b5db1,preservedspecimen,179368,vz-bpbm,w iko,`apapane,"[""`Apapane""]",,,,0.2318840579710145,,,"[""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_originalnameusageid_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",himatione,"{""lat"": 19.4245, ""lon"": -155.249}",bpbm,"hawaii volcanoes national park, 0.4 mi hilo side of park entrance",,collector number: --,11 nov 1993,~.4 mi hilo side of havo entrance
